   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msnh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,ptm,tele,smon,smpd,smop,hi,res,phdt,op,pvt,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Pennsylvania Psychiatric Institute,Division Street Clinic,401 Division Street,"Suite 2, 2nd Floor",Harrisburg,PA,17110,,Dauphin,717-782-4349,,717-782-6493,,http://www.ppimhs.org,40.291078,-76.899006,MH,2017-04-07 12:07:09,1,,,,,1,,,,1,1,1,1,1,,,1,,,1,,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
JC Blair Memorial Hospital,Behavioral Health Services,1225 Warm Springs Avenue,,Huntingdon,PA,16652,,Huntingdon,814-643-8880,,,814-643-7098,http://www.jcblair.org,40.4930697,-78.014318,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,1,,,,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,,1,1,,,,1,,,,,1,,,,,1,,,,1,,1,,,,,,1,,,,1,,,,,1,,1,,,1,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Psychiatric Institute,Pinnacle Health Behavioral Services,2501 North 3rd Street,,Harrisburg,PA,17110,,Dauphin,717-782-2160,,717-782-6493,,http://www.ppimhs.org,40.285617,-76.898638,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,,1,,,,,,,,1,1,1,,1,1,,1,,,,1,,,,1,,,1,1,1,,,,,,,,,1,,,,,1,,,,,,,,1,,1,1,,1,,1,1,,,1,,1,1,,,,1,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Commonwealth Clinical Group Inc,,2444 North 3rd Street,,Harrisburg,PA,17110,,Dauphin,717-236-3600 x303,Intakes,844-331-3551,717-393-3900,http://,40.2852503,-76.8989603,MH,2018-07-25 10:14:03.606,1,,,,,,1,,,1,1,1,1,,,,,,,1,,,1,,,,,1,,,,,,,,1,,,1,1,,1,1,1,,1,1,,,1,,,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Steuben County Community Service,,114 Chestnut Street,,Corning,NY,14830,,Steuben,607-937-6201,,,,http://,42.144548,-77.0584,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,,1,,,1,,,1,,,,,1,,,,1,,,,1,1,1,1,1,1,1,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,1,1,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Universal Community Behav Hlth,Outpatient Servs Huntingdon Cnty,620 Washington Street,,Huntingdon,PA,16652,,Huntingdon,814-643-0309,,888-520-8224,,http://www.themeadows.net,40.486188,-78.0143758,MH,2018-03-30 14:08:04.201,1,,,,,,1,,,1,1,1,1,,,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,,1,1,1,,,,,,,1,1,,,1,,,,,,,,,,,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Youth Advocates Program,,2030 North 3rd Street,,Harrisburg,PA,17102,,Dauphin,717-232-3786,Intakes,717-232-3150,717-232-3106,http://www.yapinc.org,40.278664,-76.895962,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,,1,1,,1,,,1,,,,,1,,,,,,,,1,,1,,,,,1,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Family Services of Chemung Cnty Inc,Southern Tier Integrated Recov Servs,1149 Sullivan Street,,Elmira,NY,14901,,Chemung,607-733-7661,,,607-733-5696,http://www.familyservicesofchemung.com,42.1092236,-76.8029835,MH,2018-03-30 13:54:34.976,1,,,,,,1,,,1,,1,1,1,,1,1,1,,1,,,1,,,,,1,,,,,,,,1,1,1,,1,,1,,,1,1,,,,,1,,,,1,,,,1,1,,,,1,,,1,,1,,1,,,,,,1,1,1,1,1,,1,,1,,1,1,1,1,1,1,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merakey ,Partial Hospitalization Program,1801 North Front Street,1st Floor,Harrisburg,PA,17102,,Dauphin,717-238-8852 x114,,,717-238-8852 x118,http://,40.2740177,-76.8966411,MH,2018-07-25 10:15:00.837,1,,,,,1,,,,1,1,1,1,1,,,1,1,,1,,,1,,,,1,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Counseling Services,Dauphin,4918 Locust Lane,,Harrisburg,PA,17109,,Dauphin,717-671-9610,,855-272-1653,,http://www.pacounseling.com,40.293233,-76.807065,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania Counseling Services,Dauphin,200 South Progress Avenue,,Harrisburg,PA,17109,,Dauphin,717-526-4881,,717-526-4881 x0,,http://www.pacounseling.com,40.283081,-76.839361,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WellSpan Philhaven,,2601 Herr Street,,Harrisburg,PA,17103,,Dauphin,717-230-9622,,800-932-0359,,http://www.philhaven.org,40.2806746,-76.8501633,MH,2017-08-29 14:47:41.337,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,1,1,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,1,,1,,,,,1,1,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW Ponessa and Associates,Counseling Services Inc,900 North 6th Street,,Harrisburg,PA,17102,,Dauphin,717-233-4027,,800-437-5405,,http://www.twponessa.com,40.267462,-76.884662,MH,2018-06-12 13:47:49.681,1,,,,,,1,,,1,1,,1,,1,,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Counseling Services,,750 East Broad Street,,Hazleton,PA,18201,,Luzerne,570-455-6385,,,,http://www.northeastcounseling.org,40.94981,-75.96348,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,,,,1,,1,,,1,,,,1,1,,,,,,,,1,1,1,,,,,,,,,1,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pressley Ridge,,121 Locust Street,,Harrisburg,PA,17101,,Dauphin,717-238-8118,Intakes,717-397-5241 x127,717-238-8118 x0,http://www.pressleyridge.org/cb,40.260539,-76.884319,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,1,,1,,,1,,,,,1,,,,,,,,1,1,,1,1,1,,1,1,,,1,1,1,,,,1,,1,1,,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,1,,,,,,,,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities,Capital Region Counseling,939 East Park Drive,Suite 101,Harrisburg,PA,17111,,Dauphin,717-233-7978,,,,http://www.cchbg.org/get-help/counseling-services/,40.2743426,-76.8138948,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,,,,,,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Geisinger Holy Spirit,Behavioral Health,503 North 21st Street,,Camp Hill,PA,17011,,Cumberland,717-763-2219,,717-763-2228,,http://www.hsh.org,40.2501643,-76.9225686,MH,2018-01-26 14:16:08.153,1,1,,,,,,,,1,1,1,1,,,1,,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,,1,1,,,1,1,1,1,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,,1,,,1,,,,,,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon VAMC,Camp Hill Outpatient Clinic,25 North 32nd Street,,Camp Hill,PA,17011,,Cumberland,717-730-9782,Intakes,800-409-8771,717-272-6621,http://www.lebanon.va.gov,40.2407937,-76.9345075,MH,2018-03-07 17:17:25.539,1,,,,,,,,,1,1,1,1,,1,1,1,,,1,1,,1,,,,,1,,1,,,,,,1,,1,,1,1,,,,,,,,,1,,1,,,1,,,,1,,1,,,,,,1,,1,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Childrens Service Center of,Wyoming Valley Inc,335 South Franklin Street,,Wilkes Barre,PA,18702,,Luzerne,570-825-6425,,877-433-5112,,http://www.cscwv.org/,41.241646,-75.893143,MH,2017-02-27 11:25:37,1,,,,,,,,1,1,1,1,1,1,1,,1,,,1,1,1,,,,1,1,1,,,,,,,,1,,1,,1,1,1,1,,,,1,,1,,1,1,,,1,1,,,1,1,,,,1,,,1,1,1,,1,,,,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,
Elmira Psychiatric Center,Southern Tier Day Treatment,459 Philo Road,,Elmira,NY,14903,,Chemung,607-739-3581,,607-795-2244,,http://www.omh.ny.gov/omhweb/facilities/elpc,42.148992,-76.835096,MH,2017-02-27 11:25:37,1,,,,,,,,1,1,,1,1,1,,,1,,,1,1,1,,,,,,1,,,1,,,,,1,1,1,1,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merakey Behavioral Health,Outpatient,1100 South Cameron Street,,Harrisburg,PA,17104,,Dauphin,717-238-7662 x208,,717-238-7662,,http://www.nhsonline.org,40.249502,-76.8653397,MH,2018-07-25 10:15:08.746,1,,,,,,1,,,1,1,1,1,1,1,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,,,1,1,,,,1,,1,,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,,,,,1,1,,1,,,1,,,,,1,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
First Hospital Wyoming Valley,,562 Wyoming Avenue,,Kingston,PA,18704,3721,Luzerne,570-552-3900,,570-552-3910,,http://,41.269518,-75.88892,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,,1,1,1,,1,1,1,,,,,1,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
Community Counseling Services,,110 South Pennsylvania Avenue,,Wilkes Barre,PA,18701,,Luzerne,570-552-6000,,,,http://www.commonwealthhealth.net/medical-services/behavioral-health-center,41.2413586,-75.8828721,MH,2018-05-30 09:39:31.21,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,1,,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,1,1,,,,,,,1,,1,1,1,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CSC,Tunkahannock,133 West Tioga Street,,Tunkhannock,PA,18657,,Wyoming,570-836-2722,,,877-433-5112,http://www.cscwv.org,41.541283,-75.956566,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,,,1,1,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,,,1,1,,,1,,,,,1,,,,,1,,1,1,1,,1,,1,,,,1,,1,,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Crisis Response and Recovery Center ,,575 North River Street ,,Wilkes Barre,PA,18702,,Luzerne,570-552-6082,,570-552-6090,,http://commonwealthhealth.net,41.2584151,-75.8666314,MH,2017-02-27 11:25:37,1,,,,,,,,1,1,,1,1,,,,,1,,1,1,1,,,,1,,1,,,,,,,,,1,,,,,1,,,,1,,,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Diakon Family Life Services,,960 Century Drive,,Mechanicsburg,PA,17055,,Cumberland,717-795-0330,,,,http://www.diakon.org/child-family-community-ministries/,40.2144662,-76.9607143,MH,2018-03-07 15:20:43.88,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Light Behavioral Health Sys,,717 East Mill Street,,Port Allegany,PA,16743,,McKean,814-545-1921,,814-817-1400,,http://www.beacon-light.org,41.8154348,-78.2698744,MH,2018-03-30 14:08:17.869,1,,,,,1,,,,1,1,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,1,1,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merakey,Stevens Center,33 State Avenue,,Carlisle,PA,17013,4432,Cumberland,717-243-6033 x269,,717-243-6033,,http://nhsonline.org,40.1805737,-77.1883254,MH,2018-06-12 13:55:53.462,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,1,,1,,,,1,1,,,,,,,,1,1,1,,1,,,1,,,1,1,,1,,,,,1,1,1,,,1,,,,,,,,,1,1,,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Wilkes Barre VAMC,,1111 East End Boulevard,,Wilkes Barre,PA,18711,0030,Luzerne,570-824-3521 x7197,,570-824-3521 x7738,,http://,41.2479987,-75.8355952,MH,2018-03-07 17:17:19.542,1,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,,1,,1,,,,,,1,1,,,1,1,,,,,,,,,1,,1,,,1,1,,,1,1,1,,,1,1,1,1,,1,1,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
TW Ponessa and Associates Csl Servs,,15 South 9th Street,,Lebanon,PA,17042,,Lebanon,717-273-5992,,800-437-5405,,http://www.twponessa.com,40.338641,-76.426692,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,,1,,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,1,,,,1,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Philhaven,,204 Hathaway Park,Suite 150,Lebanon,PA,17042,6162,Lebanon,717-274-9777 x5216,Intakes,717-279-2760,800-459-7497,http://www.wellspanphilhaven.org,40.335921,-76.414804,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,,,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn Highlands Elk,,763 Johnsonburg Road,,Saint Marys,PA,15857,,Elk,814-788-8867,,814-788-8876,,http://www.phhealthcare.org,41.4325356,-78.5820211,MH,2018-01-26 11:20:32.403,1,1,,,,,,,,1,,1,,,1,,1,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon VA Medical Center,Behavioral Health and Sciences,1700 South Lincoln Avenue,,Lebanon,PA,17042,,Lebanon,717-272-6621,,800-409-8771,,http://www.lebanon.va.gov,40.3186755,-76.3982277,MH,2018-03-07 17:17:23.628,1,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,1,,1,,,,,,1,,1,,1,1,,,,,,,,,1,,1,,,1,1,,,1,,1,,,,1,,1,,1,,1,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
Elmira Psychiatric Center,Wellsville Clinic Satellite,41 North Broad Street,,Wellsville,NY,14895,,Allegany,585-593-3852,,,,http://www.omh.ny.gov,42.120791,-77.944125,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,,1,1,1,,,1,,,1,,1,,,,,,1,,,1,,,,,1,1,1,1,1,,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,1,1,1,1,,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allegany Rehabilitation Associates Inc,The Counseling Center,4220 State Route 417 West,,Wellsville,NY,14895,,Allegany,585-593-6300,,,,http://www.ARAservices.com,42.125938,-77.96979,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,1,1,1,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,,1,,1,,,1,1,,1,1,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Allegany Rehabilitation Associates Inc,Personalized Recovery Oriented Serv,4222 Bolivar Road,,Wellsville,NY,14895,,Allegany,585-593-1655 x113,,585-593-1655,,http://WWW.ARASERVICES.com/,42.126667,-77.969982,MH,2018-03-30 14:06:15.405,1,,,,,,1,,,1,1,1,1,1,,1,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,1,,,1,1,1,1,1,1,,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Eihab Human Services,,1200 South Route 92,,Tunkhannock,PA,18657,,Wyoming,570-388-6155 x451,Intakes,570-388-6155 x0,570-240-0898,http://eihab.org,41.604935,-75.833487,MH,2017-02-27 11:25:37,1,,1,,,,,,,1,1,1,1,,,,1,1,,1,,1,,,,1,,,,,,,,,,1,1,,1,1,1,,1,1,,,1,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wellsville Community Based,Outpatient Clinic,3458 Riverside Drive,Route 19,Wellsville,NY,14895,,Allegany,607-664-4300,,,,http://www.bath.va.gov,42.1490705,-77.9732495,MH,2018-03-07 17:16:11.574,1,,,,,,,,,1,1,,1,1,1,1,1,,,1,1,1,,,,,,1,,1,,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,1,1,,1,1,,1,1,,1,1,,,,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Guidance Center,,415 West Main Street,,Smethport,PA,16749,,McKean,814-887-5591,,814-362-6535,,http://www.guidancecenter.net/,41.8094962,-78.4459298,MH,2018-08-07 13:28:21.843,1,,,,,,1,,,1,1,,1,,,,1,,,1,,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Home Nursing Agency Behavioral Health,Community Health Center,500 East Chestnut Avenue,,Altoona,PA,16601,,Blair,814-943-0414,,,800-445-6262,http://www.homenursingagency.com,40.5307032,-78.3886434,MH,2018-09-18 11:22:51.921,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,,,,1,1,,,,,,,,1,1,,1,1,,1,1,1,1,1,1,,1,1,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,1,,,,,,1,,,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Steuben County Community Services,,115 Liberty Street,,Bath,NY,14810,,Steuben,607-664-2255,,,,http://,42.336074,-77.318972,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,,1,,,1,,,1,,,,,1,,,,1,,,,1,1,1,1,1,1,1,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,1,1,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
UPMC Altoona,Behavioral Health Services,620 Howard Avenue,Suite 4-F,Altoona,PA,16601,,Blair,814-889-2141,,,800-540-4690,http://upmc.org,40.5214827,-78.3988004,MH,2018-02-06 09:50:06.283,1,1,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,,1,,,,1,,,,,,1,,,,,,1,,,,,1,,,,,1,,1,,,,,1,,,1,1,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Bath VA Medical Center,Behavioral Health Service,76 Veterans Avenue,,Bath,NY,14810,0810,Steuben,607-664-4000,,607-664-4300,,http://www.visn2.va.gov/,42.3434235,-77.3461277,MH,2018-03-07 17:16:17.88,1,,,,,,,,,1,1,1,1,1,1,1,1,,,1,1,,1,,,1,,1,,1,,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Beacon Light Behavioral Health Sys,Elk/Cameron County Office,Servedea Drive,,Ridgway,PA,15853,,Elk,814-389-1100,,814-817-1400,,http://www.beacon-light.org,41.403724,-78.700201,MH,2018-03-30 14:08:18.755,1,,,,,,1,,,1,1,,1,,1,,,,,,,1,,,,,,1,,,,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,,1,,1,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson Center Inc,,43 Servidea Drive,,Ridgway,PA,15853,,Elk,814-776-2145,,,,http://www.dickinsoncenter.org,41.403807,-78.702794,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,,1,,,1,1,,1,,,,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,,,,,,,,1,1,,1,1,1,,1,,1,,,,1,,1,1,,,1,,,,,,,1,,1,1,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
PA Treatment and Healing (PATH),Scranton,2400 Stafford Avenue,,Scranton,PA,18505,,Lackawanna,570-344-5960,,,,http://www.pathtochange.org,41.3778738,-75.6756186,MH,2018-02-22 16:33:46.114,1,,,,,,,,1,1,1,1,1,,1,1,1,1,,,,1,,,,,1,1,,,,,,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,1,,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
James E Van Zandt VAMC,DuBois Outpatient Clinic,5690 Shaffer Road,,Du Bois,PA,15801,,Clearfield,814-375-6817,,,,http://www.altoona.va/gov,41.1233245,-78.7288205,MH,2018-03-07 17:17:28.878,1,,,,,,,,,1,1,,1,,,,1,,,1,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Nursing Agency Behav Hlth,Childrens Community Health Center,400 Lakemont Boulevard,Suite 100,Altoona,PA,16602,,Blair,814-946-0261,,,800-445-6262,http://www.homenursingagency.com,40.4698774,-78.395141,MH,2018-03-30 14:07:43.787,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,1,1,,,,,,,,1,1,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lukes Hospital Gnaden Campus,,211 North 12th Street,,Lehighton,PA,18235,,Carbon,610-377-7142,,484-629-5091,,http://blmtn.org,40.8328094,-75.7261231,MH,2018-08-21 16:33:39.202,1,1,,,,,,,,1,,1,,,,,,1,1,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,1,,1,,,1,,1,1,,1,1,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
