County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
BLAIR,359.7192138,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,227.1021886,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUCKS,189.7768036,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,9,9,42,17,"(40.335011331, -75.1129124111)"
BUTLER,247.8766049,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,309.1025146,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,234.338251,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,12,12,42,23,"(41.4388026531, -78.2091693241)"
CARBON,198.3677705,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,13,13,42,25,"(40.9193670081, -75.7110703866)"
CENTRE,129.4034584,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,148.1139311,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,189.3905954,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,228.845104,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,259.2970204,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,220.490816,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,297.448323,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,191.8263543,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,193.0385412,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,193.3060231,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,255.347769,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,260.8224991,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,310.2544205,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,109.0015025,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,190.4375012,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,200.136612,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,242.2507191,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,154.709208,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,292.8882405,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,278.4017426,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,146.6838274,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,352.4164659,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,160.367688,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,251.0252709,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,205.187847,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,216.1135849,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,270.0208292,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,264.9590448,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,236.7547692,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,42,42,42,83,"(41.810370736, -78.5712201998)"
MERCER,304.2873717,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,267.1226965,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,192.5128539,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,196.9442332,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,362.4816006,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,180.7214169,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,48,48,42,95,"(40.754595404, -75.3126372576)"
NORTHUMBERLAND,250.8293621,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,49,49,42,97,"(40.8515092572, -76.7118842273)"
PENNSYLVANIA,214.2095099,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,0,0,42,0,"(39.346129, -75.167756)"
PERRY,136.9707551,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,50,50,42,99,"(40.4041531744, -77.2590738496)"
PHILADELPHIA,185.4698598,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,51,51,42,101,"(40.0044435384, -75.140236002)"
PIKE,155.447968,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,153.982825,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,220.0483378,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,163.0424039,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,55,55,42,109,"(40.7711373692, -77.0725596804)"
SOMERSET,197.306191,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,111.7810005,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,151.0205081,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,187.0161815,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,161.7250082,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,226.6935453,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,202.7732667,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,247.2485467,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,63,63,42,125,"(40.1910966345, -80.2518008276)"
WAYNE,205.3243936,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,64,64,42,127,"(41.6496980525, -75.3051535022)"
WESTMORELAND,285.8790631,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,65,65,42,129,"(40.3103149985, -79.471341176)"
WYOMING,198.0305948,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,66,66,42,131,"(41.5189248803, -76.0181300338)"
YORK,166.3774609,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,67,67,42,133,"(39.9219253124, -76.7257605231)"
ADAMS,125.7780388,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,1,1,42,1,"(39.8720956503, -77.2222427076)"
ALLEGHENY,234.4346378,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,186.926571,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,227.5053903,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,145.990688,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,5,5,42,9,"(40.0073753643, -78.4911647381)"
BERKS,150.7188799,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,6,6,42,11,"(40.4193963513, -75.9307732705)"
BLAIR,312.4508624,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,208.3593879,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUCKS,169.3936293,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,9,9,42,17,"(40.335011331, -75.1129124111)"
BUTLER,211.8310703,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,263.1817237,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,230.0620056,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,12,12,42,23,"(41.4388026531, -78.2091693241)"
CARBON,181.8096047,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,13,13,42,25,"(40.9193670081, -75.7110703866)"
CENTRE,116.4717832,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,137.7442322,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,170.9033313,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,206.5735272,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,209.619453,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,210.4336043,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,275.1660735,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,181.3034695,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,184.08371,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,178.3717488,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,212.4671916,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,236.2829327,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,261.3969397,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,109.0015025,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,171.1201097,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,175.5464481,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,200.9839503,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,143.6428978,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,260.1315363,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,251.6733601,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,131.9631581,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,282.4991364,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,152.5199629,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,222.294774,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,197.0863369,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,208.5188643,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,236.5013291,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,238.546439,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,221.5934866,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,42,42,42,83,"(41.810370736, -78.5712201998)"
MERCER,282.5803938,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,227.0942126,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,178.0394707,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,182.6791201,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,340.6204002,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,171.0454061,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/1/2016,48,48,42,95,"(40.754595404, -75.3126372576)"
